file_name,name,family,sub_family,manufacturer,designer,post_script,rf_related,rf_related_description
Vremena_Book_Italic.otf,VremenaBookItalic,Vremena Book Italic,Regular,abstrkt,Roman Gornitsky,VremenaBookItalic,True,"The designer, Roman Gornitsky, is a Russian type designer known for his work in Cyrillic fonts. The font 'Vremena Book Italic' is related to Russia through its designer, who is Russian."
Arsenal_Bold_Italic.otf,Arsenal-BoldItalic,Arsenal,Bold Italic,Stairsfor.com,Андрій Шевченко,Arsenal-BoldItalic,True,"The designer of the font is Андрій Шевченко, which is a Ukrainian name (Andriy Shevchenko). While the name is Slavic and related to the region, it is specifically Ukrainian, not Russian. The manufacturer is Stairsfor.com, which does not indicate a Russian connection."
Zhizn.otf,Zhizn,Zhizn,Regular,Peter Zharnov,Peter Zharnov,Zhizn,True,"The font 'Zhizn' is designed and manufactured by Peter Zharnov, a name that appears to be of Russian origin. The name 'Zhizn' itself is a Russian word meaning 'life', indicating a strong relation to Russia."
Telegraph2.otf,Telegraph2,Telegraph2,Regular,,,Telegraph2,False,"There is no information about the author or designer of the font 'Telegraph2.otf', and no details indicating any relation to Russia or any other country."
DaxlinePro-ExtraBold.otf,DaxlinePro-ExtraBold,DaxlinePro-ExtraBold,Regular,FSI Fonts und Software GmbH,Hans Reichel,DaxlinePro-ExtraBold,True,"The font 'DaxlinePro-ExtraBold' was designed by Hans Reichel, a German designer. However, the font is manufactured by FSI Fonts und Software GmbH, a company based in Germany. There is no direct relation to Russia in terms of the author or manufacturer. Therefore, the font and its author are not related to Russia."
EtelkaReg_Italic.otf,EtelkaReg Italic,EtelkaReg,Italic,Frantisek Storm,Frantisek Storm,EtelkaReg-Italic,False,"The designer and manufacturer, Frantisek Storm, does not have any known relation to Russia. The font 'EtelkaReg Italic' is not associated with Russia or Russian culture."
Neoclassic_Fleurons_Free.otf,NeoclassicFleuronsFree,NeoclassicFleuronsFree,Regular,Paulo W,,NeoclassicFleuronsFree,False,"The font 'NeoclassicFleuronsFree' is manufactured by Paulo W, with no designer specified. There is no indication that the manufacturer or font has any relation to Russia or Russian authors."
Eleventh_Square.otf,EleventhSquare,Eleventh Square,Regular,Evgeny Tarasenko,Evgeny Tarasenko,EleventhSquare,True,"The font 'EleventhSquare' is designed and manufactured by Evgeny Tarasenko, a name of Russian origin, indicating a relation to Russia."
St_Transmission_200_Thin.otf,StTransmission-200Thin,St Transmission,200 Thin,Stereotypes.de,Sascha Timplan,StTransmission-200Thin,True,"The designer, Sascha Timplan, is a Russian type designer known for his work in typography. The manufacturer, Stereotypes.de, is a German foundry, indicating a collaboration between Russian design and German manufacturing."
Clinica_Pro_Italic.otf,ClinicaPro-Italic,Clinica Pro Rg,Italic,Andriy Konstantynov,Andriy Konstantynov,ClinicaPro-Italic,True,"The designer and manufacturer, Andriy Konstantynov, is a Ukrainian name, indicating a relation to Ukraine, which is a country neighboring Russia. There is no direct indication that the font or author is related to Russia."
IndustryTMC.otf,IndustryTMC,IndustryTMC,Regular,C) ; Type Market Ltd,,IndustryTMC,False,The font 'IndustryTMC' is manufactured by 'C) ; Type Market Ltd'. There is no indication that the manufacturer or the font designer is related to Russia. No information suggests any connection to Russia or any other country.
Exo_2_SemiBold.otf,Exo 2.0 Semi Bold,Exo 2.0 Semi Bold,Regular,,Natanael Gama,Exo2.0-SemiBold,False,"The designer, Natanael Gama, is not related to Russia. He is a Brazilian type designer, and the font Exo 2.0 is not specifically connected to Russia."
Pancetta_Serif_Pro_Regular.otf,Pancetta Serif Pro Regular,Pancetta Serif Pro,Regular,,Andriy Konstantynov,PancettaSerifPro-Regular,True,"The designer, Andriy Konstantynov, is a Ukrainian type designer. Ukraine has historical and cultural ties with Russia, but it is an independent country. Therefore, the font's author is related to the region historically connected to Russia, but specifically from Ukraine."
Minion_Pro_Med_Italic.otf,MinionPro-MediumIt,Minion Pro Med,Italic,,Robert Slimbach,MinionPro-MediumIt,False,"The font 'Minion Pro Med Italic' was designed by Robert Slimbach, who is an American type designer. There is no known relation of the author or the font to Russia."
Pexico_Regular.otf,Pexico-Regular,Pexico Regular,Regular,Urtd,Ondrej Jób,Pexico-Regular,False,"The designer Ondrej Jób is a Czech type designer, and the manufacturer Urtd is based in the Czech Republic. There is no known relation to Russia for the author or the font."
Fontin_Sans_CR_Bold_Italic.otf,FontinSansCR-BoldItalic,Fontin Sans CR,Bold Italic,Jos Buivenga,,FontinSansCR-BoldItalic,False,"The font 'Fontin Sans CR' is manufactured by Jos Buivenga, who is a Dutch type designer. There is no known relation to Russia in terms of the font's author or origin."
Calligraphic_Frames_Soft.otf,CalligraphicFramesSoft,Calligraphic Frames Soft,Regular,Paulo W,,CalligraphicFramesSoft,False,"The manufacturer 'Paulo W' does not indicate any relation to Russia, and there is no information suggesting the font or its author is related to Russia or any Russian entity."
Rex_Bold.otf,RexBold,Rex Bold ,Bold,Svet Simov,Svet Simov,RexBold,False,"The font 'RexBold' was designed and manufactured by Svet Simov, who is not indicated to have any relation to Russia. There is no information suggesting any connection to Russia or Russian culture; the designer's name suggests a possible Bulgarian origin."
Mellnik_Light_Italic.otf,Mellnik Light Italic,Mellnik Light,Italic,"ParaType, Inc.",Oleg Karpinsky,MellnikLight-Italic,True,"The designer, Oleg Karpinsky, is a Russian name, and ParaType, Inc. is a well-known Russian font manufacturer, indicating a strong relation to Russia."
BlocHeavy.otf,BlocHeavy,BlocHeavy,Regular,"ParaType, Inc.",Tagir Safayev,BlocHeavy,True,"The designer, Tagir Safayev, is a Russian type designer. ParaType, Inc., the manufacturer, is a well-known Russian type foundry based in Moscow, Russia."
Kelson_Sans_Regular_RU.otf,KelsonSans-RegularRU,Kelson Sans RU,Regular,Bruno Mello,Bruno Mello,KelsonSans-RegularRU,False,"The font 'Kelson Sans RU' is designed and manufactured by Bruno Mello, who does not have a known relation to Russia. The font name includes 'RU', but there is no indication that the author or manufacturer is related to Russia."
Yess_Regular.otf,Yess Regular,Yess,Regular,"ParaType, Inc.",Oleg Karpinsky,Yess-Regular,True,"The font 'Yess Regular' is designed by Oleg Karpinsky, a designer whose name suggests Russian origin. Additionally, the manufacturer ParaType, Inc. is a well-known Russian font foundry, indicating a strong relation to Russia."
Telegraph3.otf,Telegraph3,Telegraph3,Regular,,,Telegraph3,False,"There is no information about the author or designer of the font 'Telegraph3.otf', and no indication that it is related to Russia or any other country."
Vremena_Grotesk_Book.otf,VremenaGroteskBook,Vremena Grotesk Book,Regular,abstrkt,Roman Gornitsky,VremenaGroteskBook,True,"The designer, Roman Gornitsky, is a Russian type designer. The font 'Vremena Grotesk Book' is created by him, indicating a direct relation to Russia through the author."
Qlassik_Medium_Regular.otf,QlassikMedium,Qlassik Medium,Regular,Dimitri Castrique,Dimitri Castrique,QlassikMedium,False,"The designer and manufacturer, Dimitri Castrique, does not have a known relation to Russia based on available information."
Trivia_Serif_10_Demo.otf,Trivia Serif 10 Demo,Trivia Serif 10 Demo,Regular,Frantisek Storm,Frantisek Storm,TriviaSerif10Demo,False,"The author and designer, Frantisek Storm, does not have any known relation to Russia. The name suggests a possible Czech or Central European origin, but there is no indication of connection to Russia or any other country."
Brava.otf,Brava,Brava,Regular,FontFirma (Alexey Frolov),Made in FontFirma (MRfrukta) / 2010,Brava,True,"The font 'Brava' is manufactured by FontFirma, which is associated with Alexey Frolov, a Russian name. Additionally, the designer is noted as 'Made in FontFirma (MRfrukta)', indicating the font was created within FontFirma, likely a Russian-based foundry or designer group. Therefore, the font and its author have a relation to Russia."
Gurkner.otf,Gurkner-Regular,Gurkner,Regular,Ray Larabie,Ray Larabie,Gurkner-Regular,False,"The font 'Gurkner-Regular' was designed and manufactured by Ray Larabie, a Canadian type designer. There is no known relation to Russia or Russian authors in the creation or naming of this font."
Cyntho_Pro_Regular.otf,CynthoPro-Regular,Cyntho Pro,Regular,Andriy Konstantynov,Andriy Konstantynov,CynthoPro-Regular,True,"The designer and manufacturer, Andriy Konstantynov, is a Ukrainian type designer. While Ukraine is a separate country from Russia, it was formerly part of the Soviet Union and shares historical and cultural ties with Russia. Therefore, the font has a regional relation to Russia through the designer's Ukrainian background."
Fontin_Sans_CR.otf,FontinSansCR-Regular,Fontin Sans CR,Regular,Jos Buivenga,,FontinSansCR-Regular,False,"The font 'Fontin Sans CR' is manufactured by Jos Buivenga, who is a Dutch type designer. There is no indication that the font or its author is related to Russia."
Proto_Sans_05.otf,ProtoSans05,Proto Sans 05,Regular,Roman Gornitsky,Roman Gornitsky,ProtoSans05,True,"The font 'Proto Sans 05' is designed and manufactured by Roman Gornitsky, who is a Russian type designer. Therefore, the author is related to Russia."
Bender_Light_Italic.otf,Bender-LightItalic,Bender,Light Italic,"Oleg Zhuravlev, Gladkikh Ivan","Oleg Zhuravlev, Gladkikh Ivan",Bender-LightItalic,True,"The font 'Bender-LightItalic' was designed and manufactured by Oleg Zhuravlev and Gladkikh Ivan, both of whom have Russian names, indicating a relation to Russia."
Bender_Black_Italic.otf,Bender-BlackItalic,Bender,Black Italic,"Oleg Zhuravlev, Gladkikh Ivan","Oleg Zhuravlev, Gladkikh Ivan",Bender-BlackItalic,True,"The font designers, Oleg Zhuravlev and Gladkikh Ivan, have Russian names, indicating a relation to Russia."
Bender.otf,Bender,Bender,Regular,"Oleg Zhuravlev, Gladkikh Ivan","Oleg Zhuravlev, Gladkikh Ivan",Bender,True,"The font 'Bender' is designed and manufactured by Oleg Zhuravlev and Gladkikh Ivan, both of which are Russian names, indicating a relation to Russia."
Hexadot.otf,Hexadot,Hexadot,Regular,Konstantin Boldovskiy,Konstantin Boldovskiy,Hexadot,True,"The font 'Hexadot' is designed and manufactured by Konstantin Boldovskiy, a name of Russian origin, indicating a relation to Russia."
Rex_Light.otf,RexLight,Rex Light,Regular,Svet Simov,Svet Simov,RexLight,True,"The designer and manufacturer, Svet Simov, is a Bulgarian type designer. While not Russian, Bulgaria has historical and cultural ties with Russia, including the use of the Cyrillic script. The font 'Rex Light' may support Cyrillic characters, which are used in Russia and other Slavic countries."
ExposureCMixOne.otf,ExposureCMixOne,ExposureCMixOne,Regular,,,ExposureCMixOne,False,There is no information indicating that the font 'ExposureCMixOne' or its designer/manufacturer has any relation to Russia.
RusticusStd.otf,RusticusStd,RusticusStd,Regular,Denis A Serikov,Denis A Serikov,RusticusStd,True,"The font 'RusticusStd' is designed and manufactured by Denis A Serikov, who is a Russian designer. Therefore, the font is related to Russia through its author."
Mellnik_Bold.otf,Mellnik Bold Regular,Mellnik Bold,Regular,"ParaType, Inc.",Oleg Karpinsky,MellnikBold-Regular,True,"The designer, Oleg Karpinsky, is a Russian name, and ParaType, Inc. is a well-known Russian font manufacturer, indicating a strong relation to Russia."
Vremena_Italic.otf,VremenaItalic,Vremena Italic,Regular,abstrkt,Roman Gornitsky,VremenaItalic,True,"The designer, Roman Gornitsky, is a Russian type designer known for his work in Cyrillic fonts. The font 'Vremena Italic' is related to Russia through its designer and its Cyrillic script support."
Danger.otf,Danger,Danger,Regular,Dmitry Greshnev,Dmitry Greshnev,Danger,True,"The font 'Danger' is designed and manufactured by Dmitry Greshnev, who is a Russian type designer. Therefore, the author is related to Russia."
MetaPro-Black.otf,MetaPro-Black,MetaPro-Black,Regular,FSI Fonts und Software GmbH,Erik Spiekermann,MetaPro-Black,True,"The font MetaPro-Black is designed by Erik Spiekermann, who is a German typographer and designer. The font is manufactured by FSI Fonts und Software GmbH, a German company. However, the MetaPro font family is known to support Cyrillic scripts and is widely used in Russia and other countries using Cyrillic alphabets. Therefore, while the designer and manufacturer are German, the font has a strong relation to Russia through its Cyrillic support and usage."
